n,m,time(s),sat,median_time(s)
5,3,0.000021514,True,0.000019525
5,3,0.000024195,True,0.000022283
5,3,0.000024172,True,0.000023104
5,3,0.000020345,True,0.000018949
5,3,0.000021904,True,0.000021068
5,3,0.000020965,True,0.000019563
5,3,0.000023650,True,0.000020347
5,3,0.000018982,True,0.000017621
5,3,0.000020894,True,0.000019516
5,3,0.000020120,True,0.000018538
5,3,0.000020347,True,0.000019190
5,3,0.000018185,True,0.000017003
5,3,0.000022030,True,0.000021933
5,3,0.000021595,True,0.000021075
5,3,0.000022354,True,0.000022348
5,3,0.000020201,True,0.000018545
5,3,0.000020399,True,0.000019381
5,3,0.000025127,True,0.000023618
5,3,0.000020063,True,0.000019908
5,3,0.000019775,True,0.000018218
5,3,0.000023128,True,0.000021894
5,3,0.000020092,True,0.000020010
5,3,0.000023333,True,0.000022463
5,3,0.000026422,True,0.000022212
5,3,0.000021087,True,0.000020870
5,3,0.000020603,True,0.000019274
5,3,0.000020348,True,0.000018836
5,3,0.000019413,True,0.000017807
5,3,0.000021057,True,0.000019275
5,3,0.000020621,True,0.000020467
5,3,0.000020274,True,0.000018742
5,3,0.000020206,True,0.000018666
5,3,0.000019820,True,0.000018313
5,3,0.000020646,True,0.000019481
5,3,0.000023438,True,0.000022164
5,3,0.000025744,True,0.000023173
5,3,0.000020356,True,0.000019133
5,3,0.000025607,True,0.000022815
5,3,0.000040652,True,0.000033146
5,3,0.000033340,True,0.000027117
5,3,0.000037556,True,0.000030276
5,3,0.000031207,True,0.000025895
5,3,0.000026906,True,0.000020930
5,3,0.000032668,True,0.000028033
5,3,0.000030204,True,0.000026321
5,3,0.000021004,True,0.000020937
5,3,0.000018786,True,0.000017282
5,3,0.000022078,True,0.000022384
5,3,0.000020538,True,0.000019882
5,3,0.000018607,True,0.000017514
5,3,0.000025134,True,0.000024300
5,3,0.000022842,True,0.000022264
5,3,0.000019155,True,0.000017649
5,3,0.000024079,True,0.000022662
5,3,0.000027014,True,0.000024968
5,3,0.000038551,True,0.000030511
5,3,0.000043125,True,0.000033858
5,3,0.000038901,True,0.000031926
5,3,0.000020781,True,0.000019064
5,3,0.000018305,True,0.000017331
5,3,0.000031837,True,0.000027802
5,3,0.000037639,True,0.000030546
5,3,0.000033759,True,0.000025021
5,3,0.000034688,True,0.000027947
5,3,0.000033691,True,0.000027454
5,3,0.000025956,True,0.000022187
5,3,0.000022974,True,0.000021901
5,3,0.000022726,True,0.000021249
5,3,0.000019185,True,0.000017765
5,3,0.000020009,True,0.000018661
5,3,0.000019120,True,0.000017730
5,3,0.000025327,True,0.000023714
5,3,0.000025448,True,0.000023702
5,3,0.000031427,True,0.000024932
5,3,0.000025830,True,0.000023424
5,3,0.000023285,True,0.000021922
5,3,0.000053081,True,0.000026960
5,3,0.000028411,True,0.000025941
5,3,0.000022164,True,0.000021763
5,3,0.000025064,True,0.000022330
5,3,0.000026998,True,0.000025052
5,3,0.000027172,True,0.000023851
5,3,0.000023176,True,0.000022486
5,3,0.000021783,True,0.000021113
5,3,0.000020502,True,0.000018797
5,3,0.000056342,True,0.000026247
5,3,0.000020757,True,0.000020415
5,3,0.000022044,True,0.000021270
5,3,0.000022152,True,0.000021849
5,3,0.000019532,True,0.000019498
5,3,0.000022472,True,0.000021751
5,3,0.000027319,True,0.000025597
5,3,0.000051328,True,0.000041711
5,3,0.000038814,True,0.000027504
5,3,0.000030899,True,0.000025355
5,3,0.000052930,True,0.000043918
5,3,0.000029827,True,0.000023909
5,3,0.000031353,True,0.000024063
5,3,0.000021637,True,0.000019648
5,3,0.000020558,True,0.000018729
5,3,0.000020745,True,0.000019241
5,3,0.000020850,True,0.000018955
5,3,0.000019596,True,0.000018307
5,3,0.000028174,True,0.000022187
5,3,0.000020971,True,0.000018846
5,3,0.000028015,True,0.000025279
5,3,0.000022476,True,0.000022109
5,3,0.000024496,True,0.000021791
5,3,0.000055554,True,0.000029975
5,3,0.000037336,True,0.000028483
5,3,0.000023633,True,0.000019984
5,3,0.000041607,True,0.000032254
5,3,0.000022912,True,0.000021899
5,3,0.000020565,True,0.000018736
5,3,0.000019539,True,0.000018675
5,3,0.000019101,True,0.000017729
5,3,0.000019806,True,0.000018087
5,3,0.000018730,True,0.000017410
5,3,0.000019582,True,0.000018417
5,3,0.000018581,True,0.000017533
5,3,0.000017859,True,0.000016986
5,3,0.000019145,True,0.000017824
5,3,0.000020916,True,0.000019338
5,3,0.000018517,True,0.000017451
5,3,0.000019377,True,0.000018404
5,3,0.000019320,True,0.000018471
5,3,0.000019754,True,0.000018489
5,3,0.000019709,True,0.000018493
5,3,0.000018010,True,0.000017167
5,3,0.000020212,True,0.000019014
5,3,0.000020088,True,0.000018416
5,3,0.000020547,True,0.000018873
5,3,0.000021550,True,0.000019489
5,3,0.000019373,True,0.000017902
5,3,0.000018663,True,0.000017277
5,3,0.000020533,True,0.000019016
5,3,0.000019327,True,0.000017764
5,3,0.000018970,True,0.000018207
5,3,0.000019562,True,0.000018671
5,3,0.000018679,True,0.000017257
5,3,0.000020113,True,0.000018715
5,3,0.000018814,True,0.000017810
5,3,0.000018793,True,0.000017432
5,3,0.000020395,True,0.000019042
5,3,0.000023244,True,0.000021550
5,3,0.000020361,True,0.000019134
5,3,0.000018348,True,0.000017253
5,3,0.000018057,True,0.000017159
5,3,0.000019011,True,0.000017413
5,3,0.000019207,True,0.000018201
5,3,0.000019471,True,0.000018305
5,3,0.000018410,True,0.000017071
5,3,0.000019738,True,0.000018545
5,3,0.000019746,True,0.000018589
5,3,0.000019795,True,0.000018588
5,3,0.000018146,True,0.000017535
5,3,0.000018527,True,0.000017679
5,3,0.000019877,True,0.000018627
5,3,0.000018843,True,0.000017421
5,3,0.000018747,True,0.000017564
5,3,0.000019742,True,0.000018764
5,3,0.000018479,True,0.000017777
5,3,0.000018532,True,0.000017456
5,3,0.000018333,True,0.000017427
